title,price,address,district,lat,lon,Общая площадь,Аренда части,Этаж,Высота потолков,Отделка,Мощность электросети,Планировка,Тип аренды,Арендные каникулы,Минимальный срок аренды,Платежи включены,Тип здания,Парковка,url,Класс здания,Количество парковочных мест,Вход,Отопление,Отдельный вход,Удалённость от дороги,Количество мест в коворкинге,Тип места,Работа в выходные,Режим работы с,Режим работы до,Удобства включены в стоимость,Ключевые удобства,Доступное оборудование,Еда и напитки,Услуги,Другое,Круглосуточный режим
Офис,45000,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 125",р-н Правобережный,52.28000259,104.3186111,53 м²,nan,3,nan,офисная,nan,кабинетная,прямая,nan,11 мес.,"коммунальные, эксплуатационные",административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_7286990512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Помещение 75 кв.м,90500,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",р-н Октябрьский,52.279511,104.336544,75.4 м²,nan,2,nan,офисная,nan,кабинетная,субаренда,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_75_kv.m_4554786156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 70 м²",60000,"Иркутская обл., Иркутск, ул. Карла Либкнехта, 193А",р-н Октябрьский,52.27194,104.315371,70 м²,nan,1,3 м,без отделки,10 кВт,nan,прямая,есть,11 мес.,"коммунальные, эксплуатационные",другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_70_m_7342190259?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,15,с улицы,автономное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Торговая площадь,750,"Иркутская обл., Иркутский муниципальный округ, пос. Молодёжный, ул. Черных, 2",,52.24966049,104.4124603,300 м²,nan,2,3 м,чистовая,30 кВт,nan,прямая,есть,12 мес.,nan,другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7487188753?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,10,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"1-я Советская, 1-я линия, 1-й этаж",1500,"Иркутская обл., Иркутск, Советская ул., 126",р-н Октябрьский,52.27923965,104.3212662,38.2 м²,nan,1,3 м,офисная,nan,nan,прямая,есть,12 мес.,nan,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/1-ya_sovetskaya_1-ya_liniya_1-y_etazh_7371134776?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 12.5 м²",590,"Иркутская обл., Иркутск, ул. Розы Люксембург, 216А",р-н Ленинский,52.366003,104.145311,12.5 м²,nan,1,nan,офисная,nan,кабинетная,прямая,nan,nan,"коммунальные, эксплуатационные",административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_12.5_m_2051917809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 21 м²",19000,"Иркутская обл., Иркутск, Байкальская ул., 249",р-н Октябрьский,52.25535828509746,104.3395067215902,21 м²,nan,5,nan,офисная,nan,открытая,прямая,есть,6 мес.,коммунальные,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_21_m_3170526330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 300 м²",150000,"Иркутская обл., Иркутск, Восточный пер., 1",р-н Ленинский,52.333612,104.216961,300 м²,возможна,1,nan,чистовая,60 кВт,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_300_m_2682721461?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офисное помещение, 71 м²",60000,"Иркутская обл., Иркутск, ул. Поленова, 33/4",р-н Правобережный,52.28577,104.317177,71 м²,nan,1,nan,офисная,nan,кабинетная,прямая,nan,nan,коммунальные,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisnoe_pomeschenie_71_m_846566183?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 12 м²",8000,"Иркутская обл., Иркутск, Трактовая ул., 9Е",р-н Ленинский,52.32184601,104.2428436,12 м²,nan,2,3 м,чистовая,"15 кВт, можно увеличить","кабинетная, открытая",прямая,есть,nan,nan,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_12_m_4695505940?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение напротив Пятерочки, 53.8 м²",2000,"Иркутская обл., Иркутский муниципальный округ, пос. Новая Разводная, ул. Строителей, 1А",,52.25164500924718,104.40226355162042,53.8 м²,nan,1,5 м,без отделки,45 кВт,nan,прямая,есть,11 мес.,эксплуатационные,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_naprotiv_pyaterochki_53.8_m_7299457611?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,90,с улицы,автономное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Производств.-складское помещение, 100 - 12000м²",30000,"Иркутская обл., Иркутск, Полярная ул., 97",р-н Ленинский,52.3412,104.267859,12000 м²,возможна,1,4 м,nan,nan,nan,прямая,есть,nan,nan,другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/proizvodstv.-skladskoe_pomeschenie_100_-_12000m_2279994248?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 20 м²",23500,"Иркутская обл., Иркутск, Красноказачья ул., 74/1",р-н Октябрьский,52.267945,104.32642,20 м²,возможна,1,3 м,чистовая,nan,nan,прямая,есть,1 мес.,"коммунальные, эксплуатационные",жилой дом,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_20_m_7361882506?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 45 м²",63000,"Иркутская обл., Иркутск, Провиантская ул., 10",р-н Октябрьский,52.26983337613135,104.29716550793452,45 м²,nan,1,2.5 м,чистовая,nan,nan,прямая,nan,1 мес.,nan,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_45_m_3163272276?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 113 м²",169000,"Иркутская обл., Иркутск, Красногвардейская ул., 23",р-н Правобережный,52.286249,104.307295,113 м²,nan,1,nan,офисная,nan,кабинетная,прямая,nan,nan,"коммунальные, эксплуатационные",другой,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_113_m_3280229188?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,A,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 300 м²",45000,"Иркутская обл., Иркутский р-н, Молодёжное муниципальное образование, пос. Молодёжный, Дорожная ул., 7",,52.247499,104.425244,300 м²,возможна,1,nan,без отделки,100 кВт,nan,прямая,есть,nan,nan,другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_300_m_3001155709?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,15,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Кабинет массажиста / офис / зал для йоги,8000,"Иркутская обл., Иркутск, ул. Мичурина, 7",р-н Ленинский,52.32998657,104.1968307,15 м²,nan,1,2.5 м,офисная,nan,"кабинетная, открытая",прямая,есть,nan,"коммунальные, эксплуатационные",жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/kabinet_massazhista_ofis_zal_dlya_yogi_7431754147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Гостиница, 522.3 м²",500000,"Иркутская обл., Иркутск, ул. Ядринцева, 8Б",р-н Октябрьский,52.27939174470472,104.3347391177214,522.3 м²,nan,3,2.7 м,чистовая,75 кВт,nan,прямая,nan,11 мес.,nan,другой,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/gostinitsa_522.3_m_7462725332?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,4,со двора,центральное,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Аренда помещения Свободного назначения, 150 м². По",1000,"Иркутская обл., Иркутск, ул. Чехова, 23",р-н Правобережный,52.28357315,104.2967453,150 м²,возможна,1,5 м,чистовая,40 кВт,nan,прямая,есть,24 мес.,"коммунальные, эксплуатационные",бизнес-центр,"на улице, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/arenda_pomescheniya_svobodnogo_naznacheniya_150_m._po_3996239281?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 60 м²",90000,"Иркутская обл., Иркутск, ул. Розы Люксембург, 217А",р-н Ленинский,52.350339,104.174084,60 м²,nan,1,3.7 м,офисная,66 кВт,nan,прямая,nan,36 мес.,коммунальные,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_7201125719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,20,с улицы,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 40.5 м²",45000,"Иркутская обл., Иркутск, ул. Маяковского, 5А",р-н Свердловский,52.28701,104.254205,40.5 м²,nan,1,nan,офисная,nan,кабинетная,прямая,nan,nan,nan,другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_40.5_m_2211754152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Склад 700 м2,200,"Иркутская обл., Иркутский муниципальный округ, д. Столбова, Дорожная ул., 4",,52.42608360032349,104.23155314394904,700 м²,nan,1,6 м,nan,45 кВт,nan,прямая,есть,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_700_m2_7458924886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 30.8 м²",48048,"Иркутская обл., Иркутск, Байкальская ул., 206",р-н Октябрьский,52.257511,104.327409,30.8 м²,nan,6,nan,офисная,nan,открытая,прямая,nan,3 мес.,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_30.8_m_765072720?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 36 м²",54000,"Иркутская обл., Иркутск, ул. 5-й Армии, 29",р-н Правобережный,52.285528,104.271462,36 м²,nan,1,3 м,чистовая,nan,nan,прямая,есть,11 мес.,"коммунальные, эксплуатационные",торговый центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_36_m_3368941059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Помещение в ТЦ Байкал,22500,"Иркутская обл., Иркутск, ул. Ржанова, 164",р-н Октябрьский,52.252714,104.365246,30 м²,nan,2,nan,чистовая,5 кВт,nan,прямая,nan,nan,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_v_tts_baykal_7276525135?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,nan,с улицы,nan,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 75 м². 55 м². 37 м².22 м²",2000,"Иркутская обл., Иркутск, ул. Ленина, 40",р-н Правобережный,52.278354,104.283059,75 м²,возможна,1,3 м,чистовая,nan,nan,прямая,есть,nan,"коммунальные, эксплуатационные",жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_75_m._55_m._37_m.22_m_1886911333?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,nan,5,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 33.7 м²",20000,"Иркутская обл., Иркутск, мкр-н Крылатый, 9",р-н Октябрьский,52.267217,104.33985,33.7 м²,nan,цокольный,2.9 м,офисная,nan,кабинетная,прямая,есть,11 мес.,коммунальные,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_33.7_m_1362534251?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtb2E5Y2FQcENpSzVXYXZFIjt9F7i9oz8AAAA,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
